car	model	price	動力型式	引擎型式	排氣量	最大馬力	最大扭力	壓縮比	系統總合輸出	馬達出力	驅動型式	變速系統	前輪懸吊	後輪懸吊	煞車型式	輪胎尺碼	車身型式	車門數	座位數	車長	車寬	車高	車重	軸距	標準行李箱容量	後座傾倒行李箱容量	市區油耗	高速油耗	平均油耗	燃料費	牌照稅	油箱容量	主動轉向頭燈	後霧燈	前霧燈	LED尾燈	空力套件	LED頭燈	LED日行燈	車頂行李架	鐵圈	後視鏡方向指示燈	抗UV玻璃	HID氙氣頭燈	雙前座電熱椅	右前座電動腰靠調整	後座出風口	里程電腦	駕駛座電動調整	前座扶手	後座扶手	駕駛座電動腰靠調整	雙前座氣動按摩	右前座電動調整	粉塵過濾器	後座傾角調整	前座杯架	分區溫控	駕駛座位置記憶	右前座位置記憶	助手席調整按鈕	織布座椅	恆溫空調	電動天窗	後座折疊小桌	雙前座跑車座椅	換檔撥片	全景天窗	後座杯架	雙前座冷熱通風功能	方向盤快控鍵	方向盤電動調整	後座分離倒覆	後座前後滑移/傾角調整	AUX IN	8只揚聲器	6只揚聲器	9只揚聲器	中控螢幕	DVD主機	USB插槽	12只揚聲器	4只揚聲器	CD音響主機	11只揚聲器	藍牙通訊	10只揚聲器	MP3播放功能	CD播放功能	衛星導航	倒車影像輔助	光感應自動頭燈	定速巡航	電動窗/天窗防夾功能	HUD抬頭顯示器	電動側滑門	倒車圖像輔助	蜂鳴式倒車輔助系統	免鑰匙啟動車門鎖	電動尾門	手動後窗遮陽簾	雨滴感應雨刷	環景影像系統	後視鏡除霧	行車紀錄器	前方駐車雷達	自動停車系統	電動行李廂蓋	電動後擋遮陽簾	電動窗防夾功能	電動折疊後視鏡	智慧防盜座椅	ACC主動跟車系統	車道變換輔助系統	斜坡起步輔助	主動安全預防系統	胎壓監控	防鎖死煞車系統	後座側面氣囊	雙前座側面氣囊	電子煞車力道輔助系統	ISOFIX兒童安全椅固定	車道偏離警示系統	循跡防滑控制系統	全尺寸頭部氣簾	防盜系統	車道維持輔助系統	駕駛座膝部氣囊	遠光燈自動控制	陡坡緩降系統	煞車力道分配系統	雙前座正面氣囊	雙前座護頸頭枕	兒童安全鎖	預束式安全帶	AEB自動緊急煞車系統
ford-focus-4d-2020	1.5 Ti-VCT美夢型	69.2	汽油	自然進氣, 直列3缸, DOHC雙凸輪軸, 12氣門	1497cc	123hp@6500rpm	15.3kgm@4500rpm	11			前輪驅動	6速自排	麥花臣	扭力樑	前後碟煞	205/60R16	轎車	4門	5人座	4647mm	1825mm	1470mm	1291kg	2700mm	539ltr		12.84km/ltr	20.74km/ltr	16.9km/ltr	4800元	7120元	52ltr	X	O	O	X	X	X	O	X	X	O	X	X	X	X	X	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	O	O	X	X	X	X	X	O	X	X	X	X	X	O	O	X	X	X	O	X	O	O	X	O	O	O	X	O	O	O	X	X	X	X	O	O	X	O	O	X
	EcoBoost 182時尚型	76.8	汽油	渦輪增壓, 直列3缸, DOHC雙凸輪軸, 12氣門	1497cc	182hp@6000rpm	24.5kgm@1600~4500rpm	11			前輪驅動	8速手自排	麥花臣	扭力樑	前後碟煞	205/60R16	轎車	4門	5人座	4647mm	1825mm	1470mm	1334kg	2700mm	539ltr		13.21km/ltr	21.73km/ltr	17.6km/ltr	4800元	7120元	52ltr	X	O	O	X	X	X	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	O	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	O	O	X	X	X	X	X	O	X	X	X	X	X	O	O	X	X	X	O	X	O	O	X	O	O	O	X	O	O	O	X	X	X	X	O	O	X	O	O	X
	EcoBoost 182 17 TSR	87.8	汽油	渦輪增壓, 直列3缸, DOHC雙凸輪軸, 12氣門	1497cc	182hp@6000rpm	24.5kgm@1600~4500rpm	11			前輪驅動	8速手自排	麥花臣	扭力樑	前後碟煞	215/50R17	轎車	4門	5人座	4647mm	1825mm	1475mm	1350kg	2700mm	511ltr		13.3km/ltr	21.54km/ltr	17.5km/ltr	4800元	7120元	52ltr	X	O	O	X	X	O	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	O	X	O	X	O	X	O	X	X	X	X	X	O	X	O	X	X	X	X	O	O	O	X	O	O	O	O	X	O	X	O	O	O	X	X	O	X	O	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	X	O	O	X	O	O	O
toyota-prius-alpha-2020	1.8	125.0	油電混合	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1798cc	99hp/5200rpm	14.5kgm/4000rpm	13	136hp	82hp/21.1kgm	前輪驅動	CVT無段變速	麥花臣	拖曳臂	前後碟煞	215/50R17	跨界休旅車,廂型休旅車	5門	7人座	4645mm	1775mm	1600mm	1570kg	2780mm			22.83km/ltr	18.72km/ltr	20km/ltr	4800元	7120元	45ltr	X	O	O	O	X	O	O	X	X	O	O	X	O	X	X	O	O	O	X	O	X	X	X	X	O	X	X	X	X	X	O	X	X	X	X	O	X	X	O	X	O	O	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	O	O	O	O	X	X	X	X	O	O	X	X	O	X	O	X	O	X	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	O	O	O	O	X	O	O	X	O	O	O	X	O	X
volkswagen-tiguan-allspace-2020	280 TSI Life	128.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1395cc	150hp@5000~6000rpm	25.5kgm@1500~3500rpm	10.5			前輪驅動	雙離合器6速自手排	麥花臣	四連桿	前後碟煞	215/65R17	運動休旅車	5門	7人座	4701mm	1839mm	1674mm	1673kg	2790mm	230ltr	1775ltr	10.25km/ltr	14.92km/ltr	12.8km/ltr	4800元	7120元	58ltr	X	O	O	O	X	O	O	O	X	O	X	X	O	X	O	O	O	O	O	O	X	X	O	X	O	O	O	X	X	X	O	X	X	X	X	O	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	O	X	O	O	O	X	O	O	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	X	O	O	O	X	O	X	X	O	O	O	O	O	O
	280 TSI Elegance	136.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1395cc	150hp@5000~6000rpm	25.5kgm@1500~3500rpm	10.5			前輪驅動	雙離合器6速自手排	麥花臣	四連桿	前後碟煞	235/55R18	運動休旅車	5門	7人座	4701mm	1839mm	1674mm	1673kg	2790mm	230ltr	1775ltr	10.25km/ltr	14.92km/ltr	12.8km/ltr	4800元	7120元	58ltr	X	O	O	O	X	O	O	O	X	O	X	X	O	X	O	O	O	O	O	O	X	X	O	X	O	O	O	X	X	X	O	X	X	X	O	O	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	O	X	O	O	O	X	O	O	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	X	X	O	O	O	O	O	O
	330 TSI Elegance	151.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1984cc	180hp@3940~6000rpm	32.6kgm@1500~3940rpm	11.65			四輪驅動	雙離合器7速自手排	麥花臣	四連桿	前後碟煞	235/50R19	運動休旅車	5門	7人座	4701mm	1839mm	1674mm	1805kg	2790mm	230ltr	1775ltr	9.61km/ltr	13.62km/ltr	11.8km/ltr	6180元	11230元	60ltr	X	O	O	O	X	O	O	O	X	O	X	X	O	O	O	O	O	O	O	O	X	O	O	X	O	O	O	O	X	X	O	X	X	X	O	O	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	O	X	O	O	O	O	X	O	O	O	X	O	O	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O
	380 TSI R-Line  Performance	179.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1984cc	220hp@4500~6200rpm	35.7kgm@1500~4400rpm	9.6			四輪驅動	雙離合器7速自手排	麥花臣	四連桿	前後碟煞	255/40R20	運動休旅車	5門	7人座	4701mm	1839mm	1674mm	1845kg	2790mm	230ltr	1775ltr	8.76km/ltr	12.84km/ltr	11.0km/ltr	6180元	11230元	60ltr	X	O	O	O	O	O	O	O	X	O	X	X	O	O	O	O	O	O	O	O	X	O	O	X	O	O	O	O	X	X	O	X	X	X	O	O	O	X	O	X	O	O	X	X	X	O	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	O	X	O	O	O	O	X	O	O	O	X	O	O	X	X	O	O	X	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O
mazda-6-2020	旗艦進化型	124.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1998cc	165hp@6000rpm	21.7kgm@4000rpm	13			前輪驅動	6速手自排	麥花臣	多連桿	前後碟煞	225/45R19	轎車	4門	5人座	4865mm	1840mm	1450mm	1521kg	2830mm	500ltr		11.1km/ltr	18.24km/ltr	14.8km/ltr	6180元	11230元	62ltr	X	O	X	O	X	O	O	X	X	O	O	X	X	X	O	O	O	O	O	O	X	O	O	X	O	O	O	X	X	X	O	X	X	X	O	X	O	O	O	X	O	X	O	X	X	X	O	X	O	X	X	O	O	O	X	O	X	O	O	O	O	X	O	X	X	O	O	X	X	O	O	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	X	O	O	O	X	O	O
toyota-sienta-2020	5人座經典	64.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1496cc	107hp@6000rpm	14.3kgm@4200rpm	11.5			前輪驅動	CVT無段變速	麥花臣	拖曳臂	前後碟煞	185/60R15	跨界休旅車,廂型休旅車	5門	5人座	4260mm	1695mm	1675mm	1285kg	2750mm			13.45km/ltr	18.75km/ltr	16.4km/ltr	4800元	7120元	42ltr	X	O	X	O	X	X	O	X	X	O	X	X	X	X	X	O	X	X	X	X	X	X	O	X	O	X	X	X	X	X	X	X	X	X	X	X	O	X	X	X	O	X	X	X	X	X	X	X	O	X	O	O	X	O	X	O	X	X	X	O	X	X	X	X	X	X	O	X	X	X	X	X	X	X	X	X	X	O	X	X	X	X	O	X	O	O	X	X	O	O	X	O	X	O	X	X	X	X	O	O	X	O	O	X
	5人座豪華	68.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1798cc	140hp@6200rpm	17.5kgm@4000rpm	10.6			前輪驅動	CVT無段變速	麥花臣	拖曳臂	前後碟煞	185/60R15	跨界休旅車,廂型休旅車	5門	5人座	4260mm	1695mm	1675mm	1315kg	2750mm			11.43km/ltr	17.55km/ltr	14.7km/ltr	4800元	7120元	42ltr	X	O	X	O	X	X	O	X	X	O	X	X	X	X	X	O	X	O	X	X	X	X	O	X	O	X	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	X	X	O	X	O	X	O	X	X	O	X	O	X	X	X	O	X	X	X	X	X	O	O	X	X	X	X	X	X	X	X	X	X	O	O	X	X	X	O	X	O	O	X	O	O	O	X	O	X	O	X	X	X	X	O	O	X	O	O	X
	5人座豪華＋	70.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1798cc	140hp@6200rpm	17.5kgm@4000rpm	10.6			前輪驅動	CVT無段變速	麥花臣	拖曳臂	前後碟煞	185/60R15	跨界休旅車,廂型休旅車	5門	5人座	4260mm	1695mm	1675mm	1315kg	2750mm			11.43km/ltr	17.55km/ltr	14.7km/ltr	4800元	7120元	42ltr	X	O	X	O	X	X	O	X	X	O	X	X	X	X	X	O	X	O	X	X	X	X	O	X	O	X	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	X	X	O	X	O	X	O	X	X	O	X	O	X	X	X	O	O	X	X	O	X	O	O	X	X	X	X	X	X	X	X	X	X	O	O	X	X	O	O	X	O	O	X	O	O	O	X	O	X	O	X	X	X	X	O	O	X	O	O	X
	5人座尊爵	76.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1798cc	140hp@6200rpm	17.5kgm@4000rpm	10.6			前輪驅動	CVT無段變速	麥花臣	拖曳臂	前後碟煞	195/50R16	跨界休旅車,廂型休旅車	5門	5人座	4260mm	1695mm	1675mm	1330kg	2750mm			11.43km/ltr	17.55km/ltr	14.7km/ltr	4800元	7120元	42ltr	X	O	X	O	X	O	O	X	X	O	X	X	X	X	X	O	X	O	X	X	X	X	O	X	O	X	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	O	X	O	O	X	X	X	X	X	X	X	X	X	X	O	O	X	X	O	O	X	O	O	X	O	O	O	X	O	X	O	X	X	X	X	O	O	X	O	O	X
	7人座豪華	77.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1798cc	140hp@6200rpm	17.5kgm@4000rpm	10.6			前輪驅動	CVT無段變速	麥花臣	拖曳臂	前後碟煞	185/60R15	跨界休旅車,廂型休旅車	5門	7人座	4260mm	1695mm	1675mm	1350kg	2750mm			11.28km/ltr	17.62km/ltr	14.6km/ltr	4800元	7120元	42ltr	X	O	X	O	X	X	O	X	X	O	X	X	X	X	O	O	X	O	X	X	X	X	O	X	O	X	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	O	X	X	X	X	O	X	O	X	O	X	X	O	X	O	X	X	X	O	O	X	X	X	X	O	O	X	X	X	X	X	X	X	X	X	X	O	O	X	X	X	O	X	O	O	X	O	O	O	X	O	O	O	X	X	X	X	O	O	X	O	O	X
	7人座豪華＋	80.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1798cc	140hp@6200rpm	17.5kgm@4000rpm	10.6			前輪驅動	CVT無段變速	麥花臣	拖曳臂	前後碟煞	185/60R15	跨界休旅車,廂型休旅車	5門	7人座	4260mm	1695mm	1675mm	1350kg	2750mm			11.28km/ltr	17.62km/ltr	14.6km/ltr	4800元	7120元	42ltr	X	O	X	O	X	X	O	X	X	O	X	X	X	X	O	O	X	O	X	X	X	X	O	X	O	X	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	O	X	X	X	X	O	X	O	X	O	X	X	O	X	O	X	X	X	O	O	X	X	O	X	O	O	X	X	X	X	X	X	X	X	X	X	O	O	X	X	O	O	X	O	O	X	O	O	O	X	O	O	O	X	X	X	X	O	O	X	O	O	X
	7人座尊爵	89.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1798cc	140hp@6200rpm	17.5kgm@4000rpm	10.6			前輪驅動	CVT無段變速	麥花臣	拖曳臂	前後碟煞	195/50R16	跨界休旅車,廂型休旅車	5門	7人座	4260mm	1695mm	1675mm	1365kg	2750mm			11.28km/ltr	17.62km/ltr	14.6km/ltr	4800元	7120元	42ltr	X	O	X	O	X	O	O	X	X	O	X	X	X	X	O	O	X	O	X	X	X	X	O	X	O	X	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	O	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	O	O	O	O	X	X	X	O	X	X	O	X	X	X	O	O	X	X	O	O	X	O	O	X	O	O	O	X	O	O	O	X	X	X	X	O	O	X	O	O	X
hyundai-tucson-2020	汽油經典	84.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1999cc	155hp@6200rpm	19.6kgm@4000rpm	10.3			前輪驅動	6速手自排	麥花臣	多連桿	前後碟煞	225/60R17	運動休旅車	5門	5人座	4480mm	1850mm	1655mm	1475kg	2670mm	513ltr	1503ltr	9.39km/ltr	15.69km/ltr	12.6km/ltr	6180元	11230元	62ltr	X	O	O	X	X	X	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	O	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	O	X	O	X	X	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	O	X	X	X	X	X	O	O	X	X	X	O	X	O	O	X	O	O	O	X	O	O	O	X	X	X	O	O	O	X	O	O	X
	汽油雅緻	89.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1591cc	177hp@5500rpm	27.0kgm@1500~4500rpm	10			前輪驅動	雙離合器7速自手排	麥花臣	多連桿	前後碟煞	225/55R18	運動休旅車	5門	5人座	4480mm	1850mm	1660mm	1531kg	2670mm	513ltr	1503ltr	11.15km/ltr	16.34km/ltr	13.9km/ltr	4800元	7120元	62ltr	X	O	O	X	X	X	O	O	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	O	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	O	X	O	X	X	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	O	X	X	X	X	X	O	O	X	X	O	O	X	O	O	X	O	O	O	X	O	O	O	X	X	X	O	O	O	X	O	O	X
	汽油豪華	95.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1591cc	177hp@5500rpm	27.0kgm@1500~4500rpm	10			前輪驅動	雙離合器7速自手排	麥花臣	多連桿	前後碟煞	225/55R18	運動休旅車	5門	5人座	4480mm	1850mm	1660mm	1531kg	2670mm	513ltr	1503ltr	11.15km/ltr	16.34km/ltr	13.9km/ltr	4800元	7120元	62ltr	X	O	O	X	X	X	O	O	X	O	X	X	X	X	O	O	O	O	O	O	X	X	O	O	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
	汽油尊爵	99.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1591cc	177hp@5500rpm	27.0kgm@1500~4500rpm	10			前輪驅動	雙離合器7速自手排	麥花臣	多連桿	前後碟煞	225/55R18	運動休旅車	5門	5人座	4480mm	1850mm	1660mm	1542kg	2670mm	513ltr	1503ltr	10.58km/ltr	15.35km/ltr	13.2km/ltr	4800元	7120元	62ltr	X	O	O	O	X	O	O	O	X	O	X	X	X	X	O	O	O	O	O	O	X	X	O	O	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
	汽油旗艦	105.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1591cc	177hp@5500rpm	27.0kgm@1500~4500rpm	10			前輪驅動	雙離合器7速自手排	麥花臣	多連桿	前後碟煞	225/55R18	運動休旅車	5門	5人座	4480mm	1850mm	1660mm	1570kg	2670mm	513ltr	1503ltr	10.58km/ltr	15.35km/ltr	13.2km/ltr	4800元	7120元	62ltr	X	O	O	O	X	O	O	O	X	O	X	X	X	X	O	O	O	O	O	O	X	O	O	O	O	O	X	X	X	X	O	X	X	X	X	O	O	X	O	X	O	X	O	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	O	X	X	X	O	O	O	X	X	O	O	X	O	X	X	X	X	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
	柴油旗艦4WD	114.9	柴油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1995cc	185hp@4000rpm	41kgm@1750~2750rpm	16			四輪驅動	8速手自排	麥花臣	多連桿	前後碟煞	225/55R18	運動休旅車	5門	5人座	4480mm	1850mm	1660mm	1710kg	2670mm	513ltr	1503ltr	10.75km/ltr	16.98km/ltr	14.0km/ltr	3708元	11230元	62ltr	X	O	O	O	X	O	O	O	X	O	X	X	X	X	O	O	O	O	O	O	X	O	O	O	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	X	O	O	O	X	X	X	O	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
mazda-3-4d-2020	2.0尊榮型	79.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1998cc	165hp@6000rpm	21.7kgm@4000rpm	13			前輪驅動	6速手自排	麥花臣	扭力樑	前後碟煞	205/60R16	轎車	4門	5人座	4660mm	1795mm	1440mm	1352kg	2725mm	444ltr		11.34km/ltr	19.42km/ltr	15.3km/ltr	6180元	11230元	51ltr	X	O	X	X	X	O	X	X	X	O	O	X	X	X	X	O	X	O	O	X	X	X	X	X	O	X	X	X	X	X	X	X	X	X	X	X	O	X	O	X	O	X	X	O	X	X	O	X	O	X	X	X	X	O	X	O	X	O	O	O	O	X	X	X	X	O	X	X	X	O	X	X	X	X	X	X	X	O	O	X	X	X	O	X	O	O	X	O	O	O	X	O	O	O	X	O	X	X	O	O	X	O	O	X
	2.0頂級型	89.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1998cc	165hp@6000rpm	21.7kgm@4000rpm	13			前輪驅動	6速手自排	麥花臣	扭力樑	前後碟煞	215/45R18	轎車	4門	5人座	4660mm	1795mm	1440mm	1369kg	2725mm	444ltr		11.34km/ltr	19.42km/ltr	15.3km/ltr	6180元	11230元	51ltr	O	O	X	O	X	O	O	X	X	O	O	X	X	X	O	O	X	O	O	X	X	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	O	X	X	O	X	O	X	X	X	X	O	X	O	X	O	O	O	O	X	X	X	O	O	O	X	X	O	X	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	X	O	O	O
	2.0旗艦型	95.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1998cc	165hp@6000rpm	21.7kgm@4000rpm	13			前輪驅動	6速手自排	麥花臣	扭力樑	前後碟煞	215/45R18	轎車	4門	5人座	4660mm	1795mm	1440mm	1369kg	2725mm	444ltr		11.34km/ltr	19.42km/ltr	15.3km/ltr	6180元	11230元	51ltr	O	O	X	O	X	O	O	X	X	O	O	X	X	X	O	O	X	O	O	X	X	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	O	X	X	O	X	O	X	X	X	X	O	X	O	X	O	O	O	O	X	O	X	O	O	O	X	X	O	O	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	X	O	O	O
	2.0 Bose旗艦型	97.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1998cc	165hp@6000rpm	21.7kgm@4000rpm	13			前輪驅動	6速手自排	麥花臣	扭力樑	前後碟煞	215/45R18	轎車	4門	5人座	4660mm	1795mm	1440mm	1369kg	2725mm	444ltr		11.34km/ltr	19.42km/ltr	15.3km/ltr	6180元	11230元	51ltr	O	O	X	O	X	O	O	X	X	O	O	X	X	X	O	O	X	O	O	X	X	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	X	X	O	X	O	O	X	X	X	O	X	O	X	O	O	O	O	X	O	X	O	O	O	X	X	O	O	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	X	O	O	O
citroen-berlingo-2020	Live MT6	98.8	柴油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1499cc	130hp@3750rpm	30.6kgm@1750rpm	16.7			前輪驅動	6速手排	麥花臣	半拖曳臂	前後碟煞	205/60R16	廂型休旅車	5門	7人座	4753mm	1912mm	1846mm	1650kg	2975mm	209ltr	1900ltr	16.96km/ltr	22.22km/ltr	20.0km/ltr	2880元	7120元	53ltr	X	O	O	X	X	X	O	X	O	X	X	X	X	X	O	O	X	O	O	X	X	X	X	X	O	O	X	X	X	O	O	X	X	X	X	X	O	X	O	X	O	O	X	X	O	X	X	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	O	O	X	X	X	O	X	X	X	X	X	X	X	O	X	X	X	X	O	X	O	O	X	O	O	O	O	O	O	O	O	X	X	X	O	O	X	O	O	O
