car	model	price	動力型式	引擎型式	排氣量	最大馬力	最大扭力	壓縮比	系統總合輸出	馬達出力	驅動型式	變速系統	前輪懸吊	後輪懸吊	煞車型式	輪胎尺碼	車身型式	車門數	座位數	車長	車寬	車高	車重	軸距	標準行李箱容量	後座傾倒行李箱容量	市區油耗	高速油耗	平均油耗	燃料費	牌照稅	油箱容量	主動轉向頭燈	後霧燈	前霧燈	LED尾燈	空力套件	LED頭燈	LED日行燈	車頂行李架	鐵圈	後視鏡方向指示燈	抗UV玻璃	HID氙氣頭燈	雙前座電熱椅	右前座電動腰靠調整	後座出風口	里程電腦	駕駛座電動調整	前座扶手	後座扶手	駕駛座電動腰靠調整	雙前座氣動按摩	右前座電動調整	粉塵過濾器	後座傾角調整	前座杯架	分區溫控	駕駛座位置記憶	右前座位置記憶	助手席調整按鈕	織布座椅	恆溫空調	電動天窗	後座折疊小桌	雙前座跑車座椅	換檔撥片	全景天窗	後座杯架	雙前座冷熱通風功能	方向盤快控鍵	方向盤電動調整	後座分離倒覆	後座前後滑移/傾角調整	AUX IN	8只揚聲器	6只揚聲器	9只揚聲器	中控螢幕	DVD主機	USB插槽	12只揚聲器	4只揚聲器	CD音響主機	11只揚聲器	藍牙通訊	10只揚聲器	MP3播放功能	CD播放功能	衛星導航	倒車影像輔助	光感應自動頭燈	定速巡航	電動窗/天窗防夾功能	HUD抬頭顯示器	電動側滑門	倒車圖像輔助	蜂鳴式倒車輔助系統	免鑰匙啟動車門鎖	電動尾門	手動後窗遮陽簾	雨滴感應雨刷	環景影像系統	後視鏡除霧	行車紀錄器	前方駐車雷達	自動停車系統	電動行李廂蓋	電動後擋遮陽簾	電動窗防夾功能	電動折疊後視鏡	智慧防盜座椅	ACC主動跟車系統	車道變換輔助系統	斜坡起步輔助	主動安全預防系統	胎壓監控	防鎖死煞車系統	後座側面氣囊	雙前座側面氣囊	電子煞車力道輔助系統	ISOFIX兒童安全椅固定	車道偏離警示系統	循跡防滑控制系統	全尺寸頭部氣簾	防盜系統	車道維持輔助系統	駕駛座膝部氣囊	遠光燈自動控制	陡坡緩降系統	煞車力道分配系統	雙前座正面氣囊	雙前座護頸頭枕	兒童安全鎖	預束式安全帶	AEB自動緊急煞車系統
	Feel	120.8	柴油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1499cc	130hp@3750rpm	30.6kgm@1750rpm	16.7			前輪驅動	8速手自排	麥花臣	半拖曳臂	前後碟煞	205/60R16	廂型休旅車	5門	7人座	4753mm	1912mm	1846mm	1694kg	2975mm	209ltr	1900ltr	15.94km/ltr	22.18km/ltr	19.4km/ltr	2880元	7120元	53ltr	X	O	O	X	X	X	O	O	X	X	X	X	X	X	O	O	X	O	O	X	X	X	X	X	O	O	X	X	X	O	O	X	O	X	O	X	O	X	O	X	O	O	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	X	X	O	X	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	X	O	O	X	O	O	O
	XTR	129.8	柴油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1499cc	130hp@3750rpm	30.6kgm@1750rpm	16.7			前輪驅動	8速手自排	麥花臣	半拖曳臂	前後碟煞	205/55R17	廂型休旅車	5門	7人座	4753mm	1912mm	1846mm	1694kg	2975mm	209ltr	1900ltr	15.94km/ltr	22.18km/ltr	19.4km/ltr	2880元	7120元	53ltr	X	O	O	X	X	X	O	O	X	X	X	X	X	X	O	O	X	O	O	X	X	X	X	X	O	O	X	X	X	O	O	X	O	X	O	X	O	X	O	X	O	O	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	O	X	O	O	O	X	X	O	X	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	X	O	O	X	O	O	O
mazda-cx-5-2020	SKY-G 2WD頂級型	111.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1998cc	165hp@6000rpm	21.7kgm@4000rpm	13			前輪驅動	6速手自排	麥花臣	多連桿	前後碟煞	225/55R19	運動休旅車	5門	5人座	4550mm	1842mm	1680mm	1522kg	2700mm	615ltr	1620ltr	11.05km/ltr	16.67km/ltr	14.0km/ltr	6180元	11230元	56ltr	O	O	O	O	O	O	O	O	X	O	O	X	X	X	O	O	O	O	O	O	X	X	O	O	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	X	X	X	O	X	O	X	O	O	O	O	X	O	X	X	O	O	X	X	O	O	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	X	O	O	O	O	O	O	X	O	X	O	O	O	X	O	O
	SKY-G 2WD旗艦經典型	119.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1998cc	165hp@6000rpm	21.7kgm@4000rpm	13			前輪驅動	6速手自排	麥花臣	多連桿	前後碟煞	225/55R19	運動休旅車	5門	5人座	4550mm	1842mm	1680mm	1550kg	2700mm	615ltr	1620ltr	10.62km/ltr	15.98km/ltr	13.5km/ltr	6180元	11230元	56ltr	O	O	O	O	O	O	O	O	X	O	O	X	X	X	O	O	O	O	O	O	X	O	O	O	O	O	O	X	X	X	O	X	X	X	X	X	O	O	O	X	O	X	O	X	X	X	O	X	O	X	X	X	X	O	O	O	X	O	O	O	O	X	O	X	X	O	O	O	X	O	O	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	X	O	O	O	O	O	O	X	O	X	O	O	O	X	O	O
	SKY-G 2.5 2WD旗艦經典型	125.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	2488cc	194hp@6000rpm	26.3kgm@4000rpm	13			前輪驅動	6速手自排	麥花臣	多連桿	前後碟煞	225/55R19	運動休旅車	5門	5人座	4550mm	1842mm	1680mm	1566kg	2700mm	615ltr	1620ltr	9.99km/ltr	16.00km/ltr	13.1km/ltr	7200元	15210元	56ltr	O	O	O	O	O	O	O	O	X	O	O	X	X	X	O	O	O	O	O	O	X	O	O	O	O	O	O	X	X	X	O	X	X	X	X	X	O	O	O	X	O	X	O	X	X	X	O	X	O	X	X	X	X	O	O	O	X	O	O	O	O	X	O	X	X	O	O	O	X	O	O	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	X	O	O	O	O	O	O	X	O	X	O	O	O	X	O	O
	SKY-G 2.5 AWD旗艦進化型	136.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	2488cc	194hp@6000rpm	26.3kgm@4000rpm	13			四輪驅動	6速手自排	麥花臣	多連桿	前後碟煞	225/55R19	運動休旅車	5門	5人座	4550mm	1842mm	1680mm	1645kg	2700mm	615ltr	1620ltr	9.40km/ltr	14.85km/ltr	12.2km/ltr	7200元	15210元	58ltr	O	O	O	O	O	O	O	O	X	O	O	X	X	X	O	O	O	O	O	O	X	O	O	O	O	O	O	X	X	X	O	O	X	X	X	X	O	O	O	X	O	X	O	X	X	X	O	X	O	X	X	X	X	O	O	O	X	O	O	O	O	X	O	X	X	O	O	O	X	O	O	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	X	O	O	O	O	O	O	X	O	X	O	O	O	X	O	O
skoda-karoq-2020	1.5 TSI 菁英版	110.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1498cc	150hp@5000~6000rpm	25.5kgm@1500~3500rpm	12.5			前輪驅動	雙離合器7速自手排	麥花臣	扭力樑	前後碟煞	215/55R17	運動休旅車,跨界休旅車	5門	5人座	4382mm	1841mm	1603mm	1393kg	2638mm	521ltr	1630ltr	14.05km/ltr	18.98km/ltr	16.8km/ltr	4800元	7120元	50ltr	O	O	O	O	X	O	O	O	X	O	O	X	X	X	O	O	X	O	O	X	X	X	O	X	O	X	X	X	X	X	X	X	X	X	X	O	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	X	O	O	O	X	O	X	O	X	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	X	O	X	X	O	O	X	O	O	O
	1.5 TSI 尊榮版	126.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1498cc	150hp@5000~6000rpm	25.5kgm@1500~3500rpm	12.5			前輪驅動	雙離合器7速自手排	麥花臣	扭力樑	前後碟煞	215/50R18	運動休旅車,跨界休旅車	5門	5人座	4382mm	1841mm	1603mm	1393kg	2638mm	521ltr	1630ltr	14.05km/ltr	18.98km/ltr	16.8km/ltr	4800元	7120元	50ltr	O	O	O	O	X	O	O	O	X	O	O	X	X	X	O	O	O	O	O	X	X	X	O	X	O	O	O	X	X	X	O	X	O	X	X	O	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	O	X	O	X	O	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	X	O	X	X	O	O	X	O	O	O
peugeot-308-sw-2020	1.2 PureTech Allure	125.8	汽油	渦輪增壓, 直列3缸, DOHC雙凸輪軸, 12氣門	1199cc	130hp@5500rpm	23.45kgm@1750rpm	10.5			前輪驅動	6速手自排	麥花臣	半拖曳臂	前後碟煞	225/45R17	轎式旅行車	5門	5人座	4585mm	1804mm	1466mm	1345kg	2730mm	660ltr	1775ltr	13.89km/ltr	20.41km/ltr	17.5km/ltr	4320元	4320元	53ltr	X	O	O	O	X	O	O	X	X	X	O	X	X	X	X	O	X	O	O	X	X	X	X	X	O	O	X	X	X	X	O	X	X	X	X	O	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	X	X	O	X	O	X	O	X	X	X	O	O	X	X	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	X	O	O	X	O	O	X
citroen-grand-c4-spacetourer-2020	Feel	159.8	柴油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1997cc	160hp@3750rpm	40.8kgm@2000rpm	16.7			前輪驅動	8速手自排	麥花臣	半拖曳臂	前後碟煞	205/55R17	廂型休旅車	5門	7人座	4602mm	1826mm	1644mm	1662kg	2840mm	645ltr	2181ltr	15.38km/ltr	20.83km/ltr	18.2km/ltr	3708元	11230元	55ltr	O	O	O	O	X	X	O	O	X	X	O	O	X	X	O	O	X	O	O	X	X	X	X	X	O	O	X	X	X	O	O	X	X	X	O	O	O	X	O	X	O	O	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	O	O	O	X	O	X	O	O	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	X	O	O	X	O	O	O
	Shine	178.8	柴油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1997cc	160hp@3750rpm	40.8kgm@2000rpm	16.7			前輪驅動	8速手自排	麥花臣	半拖曳臂	前後碟煞	225/45R18	廂型休旅車	5門	7人座	4602mm	1826mm	1644mm	1662kg	2840mm	645ltr	2181ltr	15.38km/ltr	20.83km/ltr	18.2km/ltr	3708元	11230元	55ltr	O	O	O	O	X	X	O	O	X	X	O	O	X	O	O	O	X	O	O	O	O	X	X	X	O	O	X	X	X	X	O	X	X	X	O	O	O	X	O	X	O	O	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	O	O	O	O	O	X	O	O	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	X	O	O	X	O	O	O
toyota-rav4-2020	2.0豪華	94.5	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1987cc	173hp@6600rpm	20.7kgm@4400~4900rpm	13			前輪驅動	CVT 10速手自排	麥花臣	雙A臂	前後碟煞	225/65R17	運動休旅車	5門	5人座	4600mm	1855mm	1685mm	1610kg	2690mm			12.42km/ltr	17.35km/ltr	15.1km/ltr	6180元	11230元	55ltr	X	O	X	O	X	O	O	X	X	O	O	X	X	X	O	O	X	O	O	X	X	X	O	O	O	X	X	X	X	X	X	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	X	X	X	X	X	X	O	X	X	O	X	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
	2.0尊爵	102.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1987cc	173hp@6600rpm	20.7kgm@4400~4900rpm	13			前輪驅動	CVT 10速手自排	麥花臣	雙A臂	前後碟煞	225/60R18	運動休旅車	5門	5人座	4600mm	1855mm	1685mm	1610kg	2690mm			12.42km/ltr	17.35km/ltr	15.1km/ltr	6180元	11230元	55ltr	X	O	O	O	X	O	O	X	X	O	O	X	O	X	O	O	O	O	O	O	X	X	O	O	O	O	O	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	X	O	O	X	X	O	X	O	X	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
	2.0旗艦	106.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1987cc	173hp@6600rpm	20.7kgm@4400~4900rpm	13			前輪驅動	CVT 10速手自排	麥花臣	雙A臂	前後碟煞	225/60R18	運動休旅車	5門	5人座	4600mm	1855mm	1685mm	1610kg	2690mm			12.42km/ltr	17.35km/ltr	15.1km/ltr	6180元	11230元	55ltr	X	O	O	O	X	O	O	X	X	O	O	X	O	X	O	O	O	O	O	O	X	X	O	O	O	O	O	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	O	O	O	O	X	O	O	O	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
	2.5 Hybrid旗艦	115.9	油電混合	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	2487cc	178hp@5700rpm	22.5kgm@3600~5200rpm	14	218hp	120hp/20.6kgm	前輪驅動	CVT無段變速	麥花臣	雙A臂	前後碟煞	225/60R18	運動休旅車	5門	5人座	4600mm	1855mm	1685mm	1700kg	2690mm			34.87km/ltr	17.35km/ltr	21.3km/ltr	7200元	15210元	55ltr	X	O	O	O	X	O	O	X	X	O	O	X	O	X	O	O	O	O	O	O	X	X	O	O	O	O	O	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	O	O	O	O	X	O	O	O	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
	2.5 Adventure 4WD	122.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	2487cc	207hp@6600rpm	24.8kgm@4000~5000rpm	13			四輪驅動	8速手自排	麥花臣	雙A臂	前後碟煞	225/60R18	運動休旅車	5門	5人座	4615mm	1865mm	1690mm	1695kg	2690mm			9.80km/ltr	15.46km/ltr	12.8km/ltr	7200元	15210元	55ltr	X	O	O	O	X	O	O	O	X	O	O	X	X	X	O	O	O	O	O	O	X	X	O	O	O	O	X	X	X	X	O	X	X	X	O	O	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	O	X	O	O	X	X	X	O	O	O	O	X	O	O	O	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
	2.5 Hybrid旗艦4WD	126.9	油電混合	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	2487cc	178hp@5700rpm	22.5kgm@3600~5200rpm	14	222hp	前120hp/20.6kgm 後54hp/12.3kgm	四輪驅動	CVT無段變速	麥花臣	雙A臂	前後碟煞	225/60R18	運動休旅車	5門	5人座	4600mm	1855mm	1690mm	1755kg	2690mm			40.45km/ltr	15.57km/ltr	20.1km/ltr	7200元	15210元	55ltr	X	O	O	O	X	O	O	O	X	O	O	X	X	X	O	O	O	O	O	O	X	X	O	O	O	O	O	X	X	X	O	X	X	X	X	O	O	O	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	O	X	O	O	X	X	X	O	O	O	O	X	O	O	O	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
subaru-outback-2020	2.5i-S EyeSight	130.0	汽油	自然進氣, 水平對臥4缸, DOHC雙凸輪軸, 16氣門	2498cc	175hp@5800rpm	24.0kgm@4000rpm	10.3			四輪驅動	CVT 6速手自排	麥花臣	雙A臂	前後碟煞	225/60R18	轎式旅行車,跨界休旅車	5門	5人座	4820mm	1840mm	1605mm	1621kg	2745mm	559ltr		11.05km/ltr	16.19km/ltr	13.8km/ltr	7200元	15210元	60ltr	O	O	O	X	X	O	O	O	X	O	X	X	X	X	O	O	O	O	O	X	X	O	O	X	O	O	O	X	X	X	O	O	X	X	O	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	X	X	X	X	O	O	X	O	X	O	X	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O
hyundai-santa-fe-2020	2.4汽油尊爵	129.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	2359cc	185hp@6000rpm	24.3kgm@4000rpm	11.3			四輪驅動	6速手自排	麥花臣	多連桿	前後碟煞	235/65R17	運動休旅車	5門	7人座	4770mm	1890mm	1705mm	1745kg	2765mm	130ltr	1625ltr	7.73km/ltr	13.87km/ltr	10.7km/ltr	6180元	11230元	71ltr	X	O	X	X	X	X	O	O	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	O	O	X	O	X	X	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	X	O	O
	2.4汽油旗艦	139.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	2359cc	185hp@6000rpm	24.3kgm@4000rpm	11.3			四輪驅動	6速手自排	麥花臣	多連桿	前後碟煞	235/60R18	運動休旅車	5門	7人座	4770mm	1890mm	1705mm	1774kg	2765mm	130ltr	1625ltr	7.49km/ltr	13.36km/ltr	10.4km/ltr	6180元	11230元	71ltr	X	O	X	O	X	X	O	O	X	O	X	X	X	X	O	O	O	O	O	O	X	O	O	X	O	O	X	X	O	X	O	X	X	X	X	X	O	X	O	X	O	O	O	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	X	O	O	O	X	O	X	O	X	X	X	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	X	O	O
	2.2柴油旗艦	149.9	柴油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	2199cc	200hp@3800rpm	44.9kgm@1750~2750rpm	16			前輪驅動	8速手自排	麥花臣	多連桿	前後碟煞	235/60R18	運動休旅車	5門	7人座	4770mm	1890mm	1705mm	1846kg	2765mm	130ltr	1625ltr	13.71km/ltr	17.96km/ltr	16.1km/ltr	3708元	11230元	71ltr	X	O	X	O	X	X	O	O	X	O	X	X	X	X	O	O	O	O	O	O	X	O	O	X	O	O	X	X	O	X	O	X	X	X	X	X	O	X	O	X	O	O	O	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	X	O	O	O	X	O	X	O	X	X	X	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	X	O	O
subaru-levorg-2020	2.0 GT-S EyeSight	129.8	汽油	渦輪增壓, 水平對臥4缸, DOHC雙凸輪軸, 16氣門	1998cc	268hp@5600rpm	35.7kgm@2400~5200rpm	10.6			四輪驅動	CVT 6速手自排 高性能模式模擬8速	麥花臣	雙A臂	前後碟煞	225/45R18	轎式旅行車	5門	5人座	4690mm	1780mm	1490mm	1623kg	2650mm	522ltr		8.17km/ltr	13.93km/ltr	11.1km/ltr	6180元	11230元	60ltr	O	O	O	X	X	O	X	X	X	O	X	X	X	X	X	O	O	O	O	X	X	X	O	O	O	O	X	X	X	X	O	O	X	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	X	X	X	X	O	X	X	O	X	X	X	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
toyota-auris-2020	2.0尊爵版	84.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1987cc	170hp@6600rpm	20.4kgm@4400~4800rpm	13			前輪驅動	CVT 10速手自排	麥花臣	雙A臂	前後碟煞	205/55R16	掀背車	5門	5人座	4375mm	1790mm	1435mm	1390kg	2640mm			12.65km/ltr	19.35km/ltr	16.2km/ltr	6180元	11230元	50ltr	X	O	X	O	X	O	O	X	X	O	X	X	O	X	X	O	X	O	O	O	X	X	X	X	O	X	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	O	O	O	X	X	X	X	X	X	X	X	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
	2.0旗艦版	89.5	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1987cc	170hp@6600rpm	20.4kgm@4400~4800rpm	13			前輪驅動	CVT 10速手自排	麥花臣	雙A臂	前後碟煞	225/40R18	掀背車	5門	5人座	4375mm	1790mm	1435mm	1390kg	2640mm			12.65km/ltr	19.35km/ltr	16.2km/ltr	6180元	11230元	50ltr	X	O	O	O	X	O	O	X	X	O	O	X	O	X	X	O	X	O	O	O	X	X	X	X	O	O	X	X	X	X	O	X	X	X	O	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	O	X	O	O	O	X	X	X	X	O	X	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
mazda-3-5d-2020	2.0頂級型	90.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1998cc	165hp@6000rpm	21.7kgm@4000rpm	13			前輪驅動	6速手自排	麥花臣	扭力樑	前後碟煞	215/45R18	掀背車	5門	5人座	4460mm	1795mm	1435mm	1370kg	2725mm	327ltr		11.47km/ltr	18.82km/ltr	15.2km/ltr	6180元	11230元	51ltr	O	O	X	O	X	O	O	X	X	O	O	X	X	X	O	O	X	O	O	X	X	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	O	X	X	O	X	O	X	X	X	X	O	X	O	X	O	O	O	O	X	X	X	O	O	O	X	X	O	X	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	X	O	O	O
	2.0旗艦型	96.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1998cc	165hp@6000rpm	21.7kgm@4000rpm	13			前輪驅動	6速手自排	麥花臣	扭力樑	前後碟煞	215/45R18	掀背車	5門	5人座	4460mm	1795mm	1435mm	1370kg	2725mm	327ltr		11.47km/ltr	18.82km/ltr	15.2km/ltr	6180元	11230元	51ltr	O	O	X	O	X	O	O	X	X	O	O	X	X	X	O	O	X	O	O	X	X	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	O	X	X	O	X	O	X	X	X	X	O	X	O	X	O	O	O	O	X	O	X	O	O	O	X	X	O	O	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	X	O	O	O
